Date,User,Message
2019-12-31 18:20:43,"선미♥","퇴사자
대상임 ㅋㅋㅋ"
2019-12-31 18:20:46,"선미♥","잘해뗘"
2019-12-31 18:20:49,"김정식","ㅋㅋㅋㅋ"
2019-12-31 18:20:51,"김정식","뭐징"
2019-12-31 18:20:55,"선미♥","몇시꺼 타유?? 똑같앵?"
2019-12-31 18:21:10,"김정식","오늘 좀 빨리마쳐줘서 일찍 가나싶었는데"
2019-12-31 18:21:17,"김정식","응 똑같을듯 ㅠㅠㅠ"
2019-12-31 18:21:28,"김정식","울산사는 모든 사람 나가는중"
2019-12-31 18:21:35,"김정식","차엄챙이 막히넹"
2019-12-31 18:21:38,"선미♥","헝 ㅜㅜㅜㅜㅜ"
2019-12-31 18:24:54,"김정식","에효 ㅋㅋㅋ"
2019-12-31 18:25:06,"김정식","울산역가는데만 1시간 50분"
2019-12-31 18:25:45,"선미♥","ㅠㅠㅠ 그게 진짜 헬이네 에혀"
2019-12-31 18:29:04,"김정식","웅 ㅠ"
2019-12-31 18:29:23,"김정식","똑같이 9시반 도착이얌"
2019-12-31 18:29:37,"선미♥","ㅋㅋ 아라뚀"
2019-12-31 18:29:44,"선미♥","뭐 먹어 오뎅이라두"
2019-12-31 18:43:10,"김정식","휴 울산역 내려따"
2019-12-31 18:45:06,"선미♥","잘해땽 ㅠㅠ"
2019-12-31 18:54:48,"김정식","키키"
2019-12-31 18:54:52,"김정식","자기두 뭐 좀 머겅"
2019-12-31 18:54:58,"김정식","기차 출발뜨"
2019-12-31 19:30:44,"김정식","자걈!"
2019-12-31 19:30:48,"김정식","나배터리엄떵 ㅠ"
2019-12-31 19:30:59,"김정식","충전기선만 잇어서 충전안되넹 ㅠ"
2019-12-31 19:31:29,"김정식","거기 대기하는데루 갈겡"
2019-12-31 20:08:56,"선미♥","홍홀 응!"
2019-12-31 20:30:18,"김정식","뀨"
2019-12-31 20:30:23,"김정식","아직 배터리 살아잇당"
2019-12-31 20:31:26,"선미♥","홀홀ㅋㅋㅋ"
2019-12-31 20:31:34,"선미♥","나무랑 껴안고 길게 잤는데"
2019-12-31 20:31:47,"김정식","좋겠당 ㅠ"
2019-12-31 20:31:50,"선미♥","꿈에서 나무가 직립보행 할 수 있게 되서"
2019-12-31 20:31:55,"김정식","ㅋㅋㅋㅋ"
2019-12-31 20:31:57,"선미♥","같이 비치클럽 갔어"
2019-12-31 20:31:59,"선미♥","손잡고"
2019-12-31 20:31:59,"김정식","뭐애그게 ㅋㅋㅋㅋ"
2019-12-31 20:32:03,"김정식","바부 ㅋㅋㅋ"
2019-12-31 20:32:05,"선미♥","ㅋㅋㅋㅋㅋ몰랔ㅋㅋㅋㅋ"
2019-12-31 20:32:13,"김정식","아 기차에 애기땜에"
2019-12-31 20:32:23,"김정식","시끄러워죽겠당 ㅋㅋ"
2019-12-31 20:32:34,"김정식","애기말고 애"
2019-12-31 20:34:52,"선미♥","앤데 왜구랭"
2019-12-31 20:35:27,"김정식","몰랑 엄마가 이상해~"
2019-12-31 20:35:32,"김정식","휴"
2019-12-31 20:35:41,"김정식","애가 뭔 죄여 ㅋㅋㅋ"
2019-12-31 20:36:40,"선미♥","ㅠㅠㅠㅠ"
2019-12-31 20:36:50,"선미♥","조용히좀 시키지 애휴 중말"
2019-12-31 20:37:58,"김정식","영상 그냥 소리나게 틀어서 보고잇엇는데"
2019-12-31 20:38:10,"김정식","직원이외서 뭐라해서 소리줄임"
2019-12-31 20:38:27,"김정식","애엄마짐짜노개념..."
2019-12-31 20:38:38,"김정식","애기한테 공공장소에서 소리키우든말든 상관없다"
2019-12-31 20:38:42,"김정식","교육하는거자낭"
2019-12-31 20:39:22,"선미♥","진짜 노개념이다............."
2019-12-31 20:39:29,"선미♥","ㅡㅡ 아 빡쵸"
2019-12-31 20:40:20,"김정식","ㅋㅋㅋㅋ"
2019-12-31 20:40:26,"김정식","오송에서 냐리심"
2019-12-31 20:40:36,"선미♥","그래도 몇분 편히 오겠다"
2019-12-31 20:40:44,"선미♥","ㅋㅋㅋㅋ 나 이제
낭왔더!!"
2019-12-31 20:40:52,"김정식","우웅"
2019-12-31 20:40:59,"김정식","배터리 일퍼 오래간다!!"
2019-12-31 20:41:06,"선미♥","ㅋㅋㅋㅋㅋ 아껴 그래두 ㅠㅠ"
2019-12-31 20:41:50,"김정식","우웅!"
2019-12-31 20:42:06,"김정식","집에가서 케익 먹장"
2019-12-31 20:45:13,"선미♥","히히 웅!"
2019-12-31 20:46:53,"김정식","근"
2020-01-02 09:05:26,"김정식","사진"
2020-01-02 09:05:45,"김정식","나무 오랜만에 올라갔당"
2020-01-02 09:05:55,"선미♥","ㅋㅋㅋ 간만이네 진짜"
2020-01-02 09:09:35,"김정식","사진"
2020-01-02 09:09:40,"김정식","저러구 누워있어"
2020-01-02 09:42:14,"선미♥","ㅋㅋㅋㅋㅋㅋㅋ 진짜 귀여워 죽겠눼~~~~~~~ "
2020-01-02 09:42:18,"선미♥","이놈짜슥 ㅠ_ㅠ "
2020-01-02 10:55:17,"김정식","케케"
2020-01-02 10:55:21,"김정식","맥에 피시카톡 설치해땅"
2020-01-02 10:55:28,"김정식","맥 기능 하나씩 알아가고 있는데 진짜 짱인듯...."
2020-01-02 10:55:30,"선미♥","ㅋㅋㅋㅋㅋㅋ 역쉬"
2020-01-02 10:55:32,"선미♥","제일먼저 해야징"
2020-01-02 10:55:40,"김정식","진짜 맥 좀 적응되면"
2020-01-02 10:55:44,"김정식","윈도우보다 훨씬 편할듯…"
2020-01-02 10:56:08,"김정식","트랙패드 진짜 미쳐따"
2020-01-02 10:59:14,"선미♥","사진"
2020-01-02 11:04:37,"김정식","뭐얌"
2020-01-02 11:04:42,"김정식","재밌는거 보고 있넹"
2020-01-02 11:05:30,"선미♥","ㅋㅋㅋㅋ 시무식 전사발표"
2020-01-02 11:24:30,"김정식","오호"
2020-01-02 11:24:34,"김정식","잼겠당.."
2020-01-02 11:24:42,"김정식","인수합병 얘기도 하겠군"
2020-01-02 11:25:07,"선미♥","사진 3장"
2020-01-02 11:25:13,"선미♥","개멋있어 ㅠㅠ"
2020-01-02 11:27:23,"김정식","진짜 자신감에서 나오는 당당함이당"
2020-01-02 11:28:12,"선미♥","사진"
2020-01-02 12:15:00,"김정식","사진 3장"
2020-01-02 12:15:10,"김정식","아이폰 빛반사결점 ㅋㅋㅋㅋ"
2020-01-02 12:26:26,"선미♥","아 ㅋㅋㅋㅋ"
2020-01-02 12:35:48,"김정식","저거 생긴게 망원렌즈 때문인뎅"
2020-01-02 12:36:17,"김정식","16년도 아이폰 공식 답변은 카메라를 살짝 돌리거나 손으로 망원렌즈를 가리고 찍으면 된뎅 ㅋㅋㅋㅋ"
2020-01-02 12:36:23,"선미♥","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-02 12:36:25,"김정식","근데 저거 말고는 카메라는 진짜 혁명적인 수준"
2020-01-02 12:36:28,"선미♥","저거는 뭐"
2020-01-02 12:36:30,"선미♥","별거 아닌디?"
2020-01-02 12:37:29,"김정식","암튼 뭐 저거 말고는 핸드폰카메라중엔 최고성능이지"
2020-01-02 13:27:09,"김정식","동영상"
2020-01-02 13:29:24,"선미♥","기여워 죽겠눼 .. "
2020-01-02 13:46:55,"김정식","이제 뛰러간당"
2020-01-02 13:47:06,"김정식","오늘 날씨가 꾸물꾸물 하당"
2020-01-02 13:51:15,"선미♥","웅웅 미세먼지인지 뭔지 모르겠눼 ㅠㅠ "
2020-01-02 14:10:47,"김정식","사진"
2020-01-02 14:10:50,"김정식","매우나쁨 ㅠ"
2020-01-02 14:11:22,"선미♥","ㅠㅠㅠㅠ "
2020-01-02 14:11:26,"선미♥","그럼 뛰기 하지말구 "
2020-01-02 14:11:33,"선미♥","집에서 그냥 팔굽혀펴기랑 등등해 ㅠ_ㅠ "
2020-01-02 14:11:39,"선미♥","공기청정기 꼭 돌려놓구 ! "
2020-01-02 14:11:42,"선미♥","나무한테 안져앙 "
2020-01-02 14:20:34,"선미♥","정아 오늘 핸드퐁 사로 가쟈아아앙 "
2020-01-02 15:01:51,"김정식","사진"
2020-01-02 15:02:36,"김정식","벌써 뛰고와떵"
2020-01-02 15:02:44,"김정식","우웅"
2020-01-02 15:07:03,"김정식","동영상"
2020-01-02 15:47:46,"선미♥","신도시할까... 대구갈까? "
2020-01-02 15:47:51,"선미♥","내년 마케팅 "
2020-01-02 15:47:54,"선미♥","신도시 or 대구 "
2020-01-02 15:50:56,"김정식","지방으로 내려가는건 아니쥐???"
2020-01-02 15:51:03,"선미♥","응응 "
2020-01-02 15:51:11,"선미♥","내려가는건 아닌뎅 "
2020-01-02 15:51:22,"김정식","난 신도시가 좋을거같앙"
2020-01-02 15:51:25,"선미♥","마케팅 하는거 ㅋㅋ 신규 유입 마케팅~~~ "
2020-01-02 15:51:30,"선미♥","후후 근데 신도시는.... "
2020-01-02 15:51:35,"선미♥","배달되는곳이 많지 않을 수 있어서 그게 좀 .. "
2020-01-02 15:52:21,"선미♥","아 신규.. 대구.. 뭐가 져으까~~~ "
2020-01-02 15:55:39,"김정식","어떤거하는지랑"
2020-01-02 15:55:45,"김정식","한다면 기간은?"
2020-01-02 15:56:07,"김정식","대구는 이미 배민 있을건데 어떤 마테팅이얌"
2020-01-02 16:09:33,"선미♥","대구랑 인천이 인프라가 좋은데 "
2020-01-02 16:09:41,"선미♥","대구는 아무것도 마케팅 안해도 주문수 짱 잘나옴 "
2020-01-02 16:09:52,"선미♥","인천은 인프라 좋은데 주문수 제일 안나옴 "
2020-01-02 16:10:10,"선미♥","그래서 신규 기다리지 않고 찾으러 가는 건뎅 "
2020-01-02 16:10:15,"선미♥","모르겠눼.. ㅋㅋㅋㅋ "
2020-01-02 16:10:23,"선미♥","신도시는 사람들이 이사오면 배달 많이 시켜먹잖아 "
2020-01-02 16:10:27,"선미♥","동네 맛집 탐색도 마니 하고 "
2020-01-02 16:10:43,"선미♥","ㅋㅋㅋ 그런 사람들을 유입시키는 그런거~~ "
2020-01-02 16:10:49,"김정식","그냥 일반적인 마케팅전체를 말하는거징?"
2020-01-02 16:10:57,"선미♥","으응 가서 뭐할지는 우리가 정하는거 "
2020-01-02 16:10:57,"선미♥","ㅋㅋㅋ "
2020-01-02 16:11:07,"김정식","우웅"
2020-01-02 16:11:25,"김정식","사실 안전빵은 탄탄한 수요있는 대구일거같은뎅ㅋㅋ"
2020-01-02 16:11:45,"김정식","신도시같은데는 좀 혁신적인거 시도 하기 좋을거같궁ㅋㅋㅋ"
2020-01-02 16:12:10,"김정식","아무래도 신도시는 젊은층이 많이 살고 배달문화도 익숙하다보니"
2020-01-02 16:12:44,"김정식","근데 신도시는 공급인프라는 작을꺼라 음식다양성이 떨어지지않낭"
2020-01-02 16:13:03,"김정식","안전빵 대구일거같고 뭔가 도전적인건 신도시 ㅋㅋㅋ"
2020-01-02 16:13:17,"김정식","인천은 여러방면으오 별로일거같은데 ㅋㅋㅋ"
2020-01-02 16:15:15,"김정식","사진"
2020-01-02 16:15:30,"김정식","빔프해본다고 이층오니 따라온 나뮤ㅠ 귀여웡"
2020-01-02 16:16:41,"김정식","사진 2장"
2020-01-02 16:18:44,"선미♥","ㅋㅋㅋㅋㅋ "
2020-01-02 16:18:48,"선미♥","일단 대구로 하기로 함 "
2020-01-02 16:27:23,"김정식","ㅋㅋㅋ"
2020-01-02 16:27:26,"김정식","잘해쩡"
2020-01-02 16:27:31,"김정식","사진"
2020-01-02 16:27:35,"김정식","유툽 연결 성공"
2020-01-02 16:29:38,"선미♥","오오옹"
2020-01-02 16:45:49,"김정식","사진"
2020-01-02 16:45:58,"김정식","동영상"
2020-01-02 16:46:39,"김정식","사진"
2020-01-02 16:48:37,"선미♥","아웅 짜싀깅 ㅠ_ㅠ 귀여워 "
2020-01-02 16:49:01,"김정식","사진 2장"
2020-01-02 16:49:41,"김정식","사진"
2020-01-02 16:49:48,"김정식","한참 세수하다가 누우심"
2020-01-02 16:50:57,"김정식","사진 2장"
2020-01-02 16:52:36,"선미♥","뻗어부렀어~~ "
2020-01-02 17:04:20,"김정식","자기 6시 바로퇴근하징?"
2020-01-02 17:10:30,"선미♥","응응 ! "
2020-01-02 17:59:41,"김정식","잠실도착스"
2020-01-02 18:01:31,"김정식","엘베탈때 알려줭~~"
2020-01-02 18:05:48,"선미♥","오옹!!! 오키오키!!!! "
2020-01-02 18:05:50,"선미♥","나 이제 마무리중!! "
2020-01-02 18:17:50,"선미♥","정아 나 간다!!"
2020-01-02 18:18:38,"김정식","오킹"
2020-01-02 18:18:48,"김정식","구출로나간당"
2020-01-02 18:19:51,"선미♥","오오키이이!!"
2020-01-02 18:46:16,"김정식","30씩 출금가는 ㅠ"
2020-01-02 18:46:26,"선미♥","홀 ㅠㅠ 어뜨카징"
2020-01-02 18:46:33,"선미♥","내꺼 신한은행 카드 줄걸 그랬나"
2020-01-02 18:46:50,"김정식","자기 잠시 와줭"
2020-01-02 18:46:55,"김정식","내꺼안된덩"
2020-01-02 18:46:56,"선미♥","옹옹"
2020-01-02 23:59:27,"김정식","https://blog.naver.com/sunnnn2/221757939073"
2020-01-03 09:43:12,"김정식","동영상"
2020-01-03 09:50:45,"김정식","사진"
2020-01-03 09:54:20,"김정식","사진"
2020-01-03 09:54:30,"김정식","나무 옆에 계속 따라왕 ㅋㅋㅋ"
2020-01-03 09:54:39,"김정식","만지면 도망가믄서 웃긴자식이야"
2020-01-03 10:03:08,"김정식","사진"
2020-01-03 10:05:31,"선미♥","https://newneek.co/?utm_campaign=not_yet_subscribed&utm_content=footer_subscription_link&utm_medium=email&utm_source=newneek_newsletter"
2020-01-03 10:05:53,"김정식","뭐얌"
2020-01-03 10:05:54,"선미♥","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀여워 미침~~ "
2020-01-03 10:05:58,"선미♥","이거 신문같은건데 "
2020-01-03 10:06:13,"선미♥","바쁘니까 사람들이 잘 못읽잖아. 그래서 주요 시사 이슈 전해주는건데 "
2020-01-03 10:06:33,"선미♥","글도 쉽게 잘쓰고 깊이있게 잘 알려준다고 해서 "
2020-01-03 10:06:41,"선미♥","공짜로 구독할 수 이뜜 "
2020-01-03 10:07:06,"김정식","오롱"
2020-01-03 10:07:10,"김정식","좋다이런거"
2020-01-03 10:07:18,"김정식","왜 문자안오징"
2020-01-03 10:07:25,"김정식","통신끈긴다는.."
2020-01-03 10:08:25,"선미♥","옹옹 진짜 조을듯 "
2020-01-03 10:08:27,"선미♥","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ "
2020-01-03 10:08:31,"선미♥","통신 끊기길 바라는 정이.. "
2020-01-03 10:09:06,"김정식","이사님이 홍보해주셨네 ㅋㅋㅋ"
2020-01-03 10:09:25,"선미♥","ㅋㅋㅋㅋㅋ 웅 "
2020-01-03 10:09:30,"선미♥","상무님이 알ㄹㅑ주심~~ "
2020-01-03 10:09:41,"선미♥","오늘 우리회사 와서 나한테 카드 받아가지고 "
2020-01-03 10:10:02,"선미♥","책 사가지구 갈랭?? "
2020-01-03 10:10:08,"선미♥","나 보고픈 책이 있눈뎅 "
2020-01-03 10:10:16,"선미♥","상무님하고 스터디에서 사야할 책이기도 하고~~ "
2020-01-03 10:11:21,"김정식","그려 ㅋㅋㅋ"
2020-01-03 10:11:27,"김정식","핸드폰 얀락오믄 좋은뎅"
2020-01-03 10:11:38,"김정식","오면 내가 가도되는지 물어보궁ㅋㅋ"
2020-01-03 10:12:20,"선미♥","ㅋㅋ 옹옹 연락 안올거 같은뎅 "
2020-01-03 10:13:08,"김정식","그럼 우쨍ㅋㅋ"
2020-01-03 10:13:21,"김정식","연락없다는건 쭉 물건없다는거아닌기"
2020-01-03 10:13:25,"김정식","주말에가야하낭"
2020-01-03 10:13:55,"선미♥","아... 그런가? 저녁에 가도 되죠? 해서 오라고 한거 아녀...?"
2020-01-03 10:17:15,"선미♥","정식 "
2020-01-03 10:17:19,"선미♥","비썜한테 물어볼까? "
2020-01-03 10:17:25,"선미♥","우리 수업 담주로? "
2020-01-03 10:19:38,"김정식","왱ㅋㅋ"
2020-01-03 10:30:42,"김정식","사진"
2020-01-03 11:02:28,"김정식","자걈"
2020-01-03 11:02:38,"김정식","내가 스벅쿠폰 하나 보냈는뎅 왔나봐바 ㅋㅋㅋ"
2020-01-03 11:02:49,"김정식","삼성신용카드 해지하기전에 남은 포인트 썻당"
2020-01-03 11:06:53,"선미♥","ㅋㅋㅋㅋㅋ 와떠 ㅋㅋㅋㅋ"
2020-01-03 11:13:35,"김정식","ㅋㅋㅋㅋ"
2020-01-03 11:13:54,"김정식","아 이거 포인트쓴거땜에 또 오늘은 해지안된다넹ㅋㅋㅋㅋ"
2020-01-03 12:36:33,"선미♥","홀킹 ㅋㅋㅋ"
2020-01-03 13:41:18,"김정식","자걈"
2020-01-03 13:41:24,"김정식","집정리좀 하다가 생각햇는뎅"
2020-01-03 13:41:28,"김정식","사진"
2020-01-03 13:41:40,"김정식","여기 커튼같은거 사서 가리는거 어땡"
2020-01-03 13:50:26,"김정식","핸폰가게는 얀락안와찡?ㅠ"
2020-01-03 14:37:17,"선미♥","정아 폰 가게 연락왔뎡 "
2020-01-03 14:37:25,"선미♥","지금 퀵으로 받고 있는데 자기가 대신 와도 된댕 "
2020-01-03 14:37:31,"선미♥","혹시 5시 좀 넘어서 가서 "
2020-01-03 14:37:37,"선미♥","사올수이뗘?"
2020-01-03 14:38:13,"김정식","5시넘어오랭?"
2020-01-03 14:38:35,"선미♥","옹옹 "
2020-01-03 14:38:42,"선미♥","여섯시에 나 끗나고 가면 너무 빠듯할거 같아서 "
2020-01-03 14:38:45,"선미♥","애들 오는뎅.. "
2020-01-03 14:39:20,"김정식","오키"
2020-01-03 14:39:53,"선미♥","뀨휴~ "
2020-01-03 14:40:03,"선미♥","남편이 간다고 해뗭 5시쯤 "
2020-01-03 14:40:49,"김정식","내가간드아"
2020-01-03 14:55:23,"선미♥","꾸에엥! "
2020-01-03 14:56:19,"선미♥","자갸 근데 잠실새내에 아티제 있으려나.."
2020-01-03 14:56:47,"선미♥","사진"
2020-01-03 14:56:56,"선미♥","이거 나무 전 주인이 나랑 읏디 먹으라고 보내줬는데 "
2020-01-03 14:57:02,"선미♥","시간 없어서 못먹고..... "
2020-01-03 14:57:07,"김정식","ㅋㅋㅋ"
2020-01-03 14:57:13,"선미♥","오늘까지래.."
2020-01-03 14:57:17,"김정식","Zzzzzz"
2020-01-03 14:57:25,"선미♥","애들이랑 같이 먹으면 조을거 같긴한듸 "
2020-01-03 14:57:29,"김정식","그놈의오늘까지 ㅋㅋㅋㅋ"
2020-01-03 14:57:35,"김정식","공차부터 난리군"
2020-01-03 14:57:36,"선미♥","잠실새내에 없으면 방이동은 있거든 ㅋㅋㅋ "
2020-01-03 14:57:42,"선미♥","내가 가서 사고 ㅋㅋㅋ "
2020-01-03 14:59:43,"김정식","자기 회사근처에 있는뎅??"
2020-01-03 14:59:46,"김정식","사진"
2020-01-03 14:59:50,"김정식","잠실타워점"
2020-01-03 15:00:02,"선미♥","오옹?? 그려?? "
2020-01-03 15:00:04,"선미♥","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ "
2020-01-03 15:00:10,"선미♥","머즹... 어딨징 "
2020-01-03 15:23:54,"김정식","지도: 보나비아티제 잠실타워730점"
2020-01-03 15:24:03,"김정식","보나비아티제??"
2020-01-03 15:24:36,"김정식","사진"
2020-01-03 15:24:38,"김정식","맞는득"
2020-01-03 15:24:39,"선미♥","아항아항 "
2020-01-03 15:24:40,"선미♥","응응 "
2020-01-03 15:24:44,"선미♥","내가 어찌저찌 가볼꿰"
2020-01-03 15:24:45,"김정식","돈들어와따"
2020-01-03 15:24:53,"선미♥","오오~ 1억 플렉쓔"
2020-01-03 15:24:57,"선미♥","오늘 대표님이랑 인터뷰했는데 "
2020-01-03 15:25:03,"김정식","사진"
2020-01-03 15:25:04,"선미♥","집값 시세 같은거 듣고 진짜 깜짝 놀랐다 하시며 "
2020-01-03 15:25:06,"김정식","풀렉스"
2020-01-03 15:25:15,"선미♥","세상에 시간이 갈 수록 값어치 떨어지는건 돈밖에 없다고 "
2020-01-03 15:25:29,"선미♥","제떄 굴려줘야지 5-6년 1억 모으는게 젤 어리석다고 하심 "
2020-01-03 15:26:39,"김정식","ㅋㅋㅋ"
2020-01-03 15:26:46,"김정식","깜짝놀라지마시구"
2020-01-03 15:26:54,"김정식","대출 1억해달라행...ㅋㅋㅋ"
2020-01-03 15:26:57,"김정식","3퍼지원"
2020-01-03 15:26:57,"선미♥","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ "
2020-01-03 15:27:24,"김정식","오천에 이퍼지원 ㅠ"
2020-01-03 15:27:54,"선미♥","ㅠ_ㅠ 돈 더 주세열.. "
2020-01-03 15:28:57,"김정식","근데 그거라도 크긴행ㅋㅋ"
2020-01-03 15:55:02,"김정식","통신끈길생각을안해...."
2020-01-03 16:06:56,"선미♥","헐.... "
2020-01-03 16:07:04,"선미♥","가서 한번 물어봐바 ㅠ_ㅠ 아직도 개통이 안된다니 문제가 있눼... "
2020-01-03 16:07:10,"선미♥","아니믄 전화번호 줄까? "
2020-01-03 16:07:11,"선미♥","그 사람 "
2020-01-03 16:07:23,"선미♥","010-6326-2656"
2020-01-03 16:12:51,"김정식","동영상"
